SpecCode,Species,Autoctr,Stockcode,PopCharRefNo,Sex,SourceRef,Wmax,TypeWeight,Lmax,Type,tmax,Locality,C_Code,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,Comments,SameWL,SameLt,TS
857,Carcharhinus acronotus,731,873,56138,female,31396,NA,NA,130,TL,4.5,Florida,840,3,28/02/2001 00:00,2,02/02/2006 00:00,NA,NA,NA,0,0,NA
857,Carcharhinus acronotus,5560,873,56138,female,56138,NA,NA,154,TL,5,Northwestern Atlantic,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
857,Carcharhinus acronotus,16456,873,96987,female,96987,NA,NA,NA,NA,11.5,eastern Gulf of Mexico,840,3,26/08/2014 00:00,NA,26/08/2014 00:00,NA,NA,NA,0,0,NA
857,Carcharhinus acronotus,5559,873,56138,male,31396,NA,NA,122,TL,2.5,Florida,840,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
857,Carcharhinus acronotus,5561,873,56138,male,56138,NA,NA,164,TL,6,Northwestern Atlantic,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
857,Carcharhinus acronotus,16455,873,96979,mixed,96979,NA,NA,NA,NA,15,off Pernambuco (07<b0>15'45'' S - 09<b0>28'18'' S),76,3,26/08/2014 00:00,NA,26/08/2014 00:00,NA,NA,NA,0,0,NA
857,Carcharhinus acronotus,3510,873,41394,unsexed,41394,NA,NA,200,NA,NA,Western Atlantic,NA,2,02/03/2004 00:00,NA,02/03/2004 00:00,NA,NA,NA,0,0,NA
858,Carcharhinus albimarginatus,5564,874,56138,female,56138,NA,NA,261,TL,NA,Northwestern Indian Ocean,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
858,Carcharhinus albimarginatus,5562,874,56138,female,NA,NA,NA,208,TL,NA,Southwestern Indian Ocean,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
858,Carcharhinus albimarginatus,5565,874,56138,male,56138,NA,NA,235,TL,NA,Northwestern Indian Ocean,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
858,Carcharhinus albimarginatus,5563,874,56138,male,56138,NA,NA,204,TL,NA,Southwestern Indian Ocean,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
858,Carcharhinus albimarginatus,16363,874,96339,unsexed,NA,NA,NA,300,TL,NA,Not specified.,9999,2291,04/08/2014 00:00,NA,04/08/2014 00:00,NA,NA,NA,0,0,NA
859,Carcharhinus altimus,5566,875,56138,female,56138,NA,NA,282,TL,NA,Northwestern Atlantic,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
859,Carcharhinus altimus,8249,875,13277,female,13277,NA,NA,158,SL,NA,"Gulf of Aqaba, 1991",376,97,17/03/2008 00:00,NA,24/03/2008 00:00,NA,NA,Recorded from 350 m deep.,0,0,NA
859,Carcharhinus altimus,9540,875,87400,female,87400,NA,NA,155,TL,NA,"off Muscat, 2010",512,2147,22/07/2011 00:00,393,22/07/2011 00:00,NA,NA,Recorded from 150 m depth.,0,0,NA
859,Carcharhinus altimus,5567,875,56138,male,56138,NA,NA,267,TL,NA,Northwestern Atlantic,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
859,Carcharhinus altimus,9538,875,87400,male,87400,NA,NA,110,TL,NA,"Muscat, 2009",512,2147,22/07/2011 00:00,393,22/07/2011 00:00,NA,NA,Recorded from 20 m depth.,0,0,NA
859,Carcharhinus altimus,9539,875,87400,male,87400,NA,NA,173,TL,NA,"off Muscat, 2010",512,2147,22/07/2011 00:00,393,22/07/2011 00:00,NA,NA,Recorded from 150 m depth.,0,0,NA
859,Carcharhinus altimus,732,875,27093,unsexed,27094,NA,NA,235,FL,NA,Northern American waters,840,3,04/08/1998 00:00,NA,04/08/1998 00:00,NA,NA,NA,0,0,NA
859,Carcharhinus altimus,16364,875,96339,unsexed,NA,NA,NA,300,TL,NA,Not specified.,9999,2291,05/08/2014 00:00,NA,05/08/2014 00:00,NA,NA,NA,0,0,NA
860,Carcharhinus amblyrhynchoides,5568,876,56138,female,56138,NA,NA,162,TL,NA,Eastern Indian Ocean,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
860,Carcharhinus amblyrhynchoides,5571,876,56138,female,56138,NA,NA,167,TL,NA,Indo-West Pacific,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
860,Carcharhinus amblyrhynchoides,5570,876,244,male,244,NA,NA,140,TL,NA,Indo-West Pacific,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
860,Carcharhinus amblyrhynchoides,5569,876,56138,male,56138,NA,NA,161,TL,NA,Eastern Indian Ocean,NA,2,02/02/2006 00:00,NA,02/02/2006 00:00,NA,NA,NA,0,0,NA
861,Carcharhinus amblyrhynchos,733,877,31395,female,NA,NA,NA,255,TL,18,Not given.,NA,1,04/10/1999 00:00,NA,04/10/1999 00:00,NA,NA,NA,0,-1,NA
861,Carcharhinus amblyrhynchos,5578,877,56138,female,56138,NA,NA,178,TL,NA,Eastern Indian Ocean,NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
861,Carcharhinus amblyrhynchos,5580,877,56138,female,56138,NA,NA,172,TL,NA,Northern Indian Ocean,NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
861,Carcharhinus amblyrhynchos,5574,877,56138,female,56138,NA,NA,187,TL,12,not specified,840B,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
861,Carcharhinus amblyrhynchos,5576,877,56138,female,56138,NA,NA,190,TL,NA,to be filled,840B,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
861,Carcharhinus amblyrhynchos,5579,877,56138,male,56138,NA,NA,150,TL,NA,Eastern Indian Ocean,NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
861,Carcharhinus amblyrhynchos,5581,877,56138,male,56138,NA,NA,168,TL,NA,Northern Indian Ocean,NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
861,Carcharhinus amblyrhynchos,5575,877,56138,male,56138,NA,NA,174,TL,12,not specified,840B,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
861,Carcharhinus amblyrhynchos,5577,877,56138,male,56138,NA,NA,185,TL,NA,to be filled,840B,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
861,Carcharhinus amblyrhynchos,5837,877,37816,unsexed,37816,NA,NA,NA,NA,25,to be filled,583,2,11/05/2006 00:00,NA,11/05/2006 00:00,NA,NA,NA,0,0,NA
861,Carcharhinus amblyrhynchos,8031,877,58048,unsexed,NA,NA,NA,232,TL,NA,not specified,360,1790,13/02/2008 23:17,NA,13/02/2008 23:17,NA,NA,NA,0,0,NA
862,Carcharhinus amboinensis,5586,878,56138,female,56138,NA,NA,243,TL,NA,Eastern Indian Ocean,NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
862,Carcharhinus amboinensis,5582,878,56138,female,56138,NA,NA,223,TL,NA,Southwestern Indian Ocean (1),NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
862,Carcharhinus amboinensis,5584,878,56138,female,56138,NA,NA,246,TL,NA,Southwestern Indian Ocean (2),NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
862,Carcharhinus amboinensis,5587,878,56138,male,56138,NA,NA,231,TL,NA,Eastern Indian Ocean,NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
862,Carcharhinus amboinensis,5583,878,56138,male,56138,NA,NA,196,TL,NA,Southwestern Indian Ocean (1),NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
862,Carcharhinus amboinensis,5585,878,56138,male,56138,NA,NA,239,TL,NA,Southwestern Indian Ocean (2),NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
863,Carcharhinus borneensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,Carcharhinus brachyurus,734,880,3209,female,NA,NA,NA,288,TL,25,South Africa,710,3,18/04/1992 00:00,NA,10/05/1993 00:00,NA,NA,NA,0,0,NA
864,Carcharhinus brachyurus,737,880,6390,female,NA,NA,NA,NA,NA,25,southern waters,36,2,18/02/1998 00:00,NA,18/02/1998 00:00,NA,NA,NA,0,0,NA
864,Carcharhinus brachyurus,5590,880,56138,female,56138,NA,NA,292,TL,25,Southwestern Indian Ocean (1),NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
864,Carcharhinus brachyurus,5592,880,56138,female,56138,NA,NA,303,TL,NA,Southwestern Indian Ocean (2),NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
864,Carcharhinus brachyurus,735,880,3209,male,NA,NA,NA,294,TL,30,South Africa,710,3,18/04/1992 00:00,NA,10/05/1993 00:00,NA,NA,NA,0,0,NA
864,Carcharhinus brachyurus,738,880,6390,male,NA,NA,NA,NA,NA,30,southern waters,36,2,18/02/1998 00:00,NA,18/02/1998 00:00,NA,NA,NA,0,0,NA
864,Carcharhinus brachyurus,5591,880,56138,male,56138,NA,NA,294,TL,30,Southwestern Indian Ocean (1),NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
864,Carcharhinus brachyurus,5593,880,56138,male,56138,NA,NA,293,TL,NA,Southwestern Indian Ocean (2),NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
864,Carcharhinus brachyurus,736,880,3678,unsexed,NA,NA,NA,300,TL,NA,South Africa,710,3,31/05/1992 00:00,NA,10/05/1993 00:00,NA,NA,NA,0,0,NA
864,Carcharhinus brachyurus,739,880,6390,unsexed,NA,NA,NA,295,TL,NA,southern waters,36,2,18/02/1998 00:00,NA,18/02/1998 00:00,NA,NA,NA,0,0,NA
865,Carcharhinus brevipinna,5597,881,56138,female,56138,NA,NA,276,TL,NA,Eastern Indian Ocean,NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
865,Carcharhinus brevipinna,5595,881,56138,female,56138,NA,NA,266,TL,NA,Southwestern Indian Ocean,NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
865,Carcharhinus brevipinna,5598,881,56138,male,56138,NA,NA,260,TL,NA,Eastern Indian Ocean,NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
865,Carcharhinus brevipinna,5596,881,56138,male,56138,NA,NA,233,TL,NA,Southwestern Indian Ocean,NA,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
865,Carcharhinus brevipinna,5599,881,26999,unsexed,26999,NA,NA,300,TL,NA,to be filled,624,2,03/02/2006 00:00,NA,03/02/2006 00:00,NA,NA,NA,0,0,NA
865,Carcharhinus brevipinna,8032,881,58048,unsexed,NA,NA,NA,283,TL,NA,not specified,360,1790,13/02/2008 23:30,NA,13/02/2008 23:30,NA,NA,NA,0,0,NA
866,Carcharhinus cautus,5604,882,56138,female,56138,NA,NA,119,TL,NA,Northeastern Indian Ocean,NA,2,06/02/2006 00:00,NA,06/02/2006 00:00,NA,NA,NA,0,0,NA
866,Carcharhinus cautus,5605,882,56138,male,56138,NA,NA,101,TL,NA,Northeastern Indian Ocean,NA,2,06/02/2006 00:00,NA,06/02/2006 00:00,NA,NA,NA,0,0,NA
866,Carcharhinus cautus,5603,882,244,unsexed,NA,NA,NA,150,TL,NA,to be filled,NA,2,06/02/2006 00:00,3,21/03/2011 16:25,NA,NA,NA,0,0,NA
66939,Carcharhinus cerdale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67451,Carcharhinus coatesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867,Carcharhinus dussumieri,5606,883,56138,female,56138,NA,NA,88,TL,NA,Eastern Indian Ocean,NA,2,06/02/2006 00:00,NA,18/08/2014 00:00,NA,NA,NA,0,0,NA
867,Carcharhinus dussumieri,5607,883,56138,male,56138,NA,NA,87,TL,NA,Eastern Indian Ocean,NA,2,06/02/2006 00:00,NA,06/02/2006 00:00,NA,NA,NA,0,0,NA
867,Carcharhinus dussumieri,16191,883,93009,male,NA,1831,total weight,75,TL,NA,Gulf of Thailand near Pak Phanang,764,2291,15/04/2014 00:00,14,18/08/2014 00:00,NA,NA,"Questionable record, outside distributional range of this species (Ref. 89954).",0,0,NA
867,Carcharhinus dussumieri,2959,883,47533,unsexed,NA,NA,NA,100,TL,NA,Persian Gulf and Oman Sea,364,1124,07/07/2003 00:00,NA,08/07/2003 00:00,NA,NA,At birth about 31-40 cm (Ref. 47533). Also Ref. 47613.,0,0,NA
868,Carcharhinus falciformis,740,884,6403,female,6403,NA,NA,308,TL,23,"Campeche Bank, Yucatan",484,3,28/01/1994 00:00,NA,28/01/1994 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,742,884,31395,female,NA,NA,NA,315,TL,25,Not given.,NA,1,04/10/1999 00:00,NA,04/10/1999 00:00,NA,NA,NA,0,-1,NA
868,Carcharhinus falciformis,5613,884,56138,female,56138,NA,NA,305,TL,14,Northwestern Gulf of Mexico,NA,2,07/02/2006 00:00,NA,07/02/2006 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,5615,884,56138,female,56138,NA,NA,330,TL,NA,Northwestern Atlantic,NA,2,08/02/2006 00:00,NA,08/02/2006 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,5619,884,56138,female,56138,NA,NA,250,TL,NA,Southwestern Pacific,NA,2,08/02/2006 00:00,NA,08/02/2006 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,5618,884,56138,female,56138,NA,NA,283,TL,NA,Western Indian Ocean,NA,2,08/02/2006 00:00,NA,08/02/2006 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,741,884,6403,male,6403,NA,NA,314,TL,21,"Campeche Bank, Yucatan",484,3,28/01/1994 00:00,NA,28/01/1994 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,5614,884,56138,male,56138,NA,NA,272,TL,13,Northwestern Gulf of Mexico,NA,2,07/02/2006 00:00,NA,07/02/2006 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,5620,884,56138,male,56138,NA,NA,225,TL,NA,Southwestern Pacific,NA,2,08/02/2006 00:00,NA,08/02/2006 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,5616,884,56138,male,56138,NA,NA,244,TL,NA,Western Indian Ocean,NA,2,08/02/2006 00:00,NA,08/02/2006 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,16457,884,96726,mixed,96726,NA,NA,NA,NA,16,"Punta Lobos (24<b0>35' N, 112<b0>04' W) and Punta Belcher (23<b0>35' N, 110<b0>14' W)",484,3,26/08/2014 00:00,NA,26/08/2014 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,16458,884,96992,mixed,NA,NA,NA,NA,NA,14,Western Central Pacific,NA,3,26/08/2014 00:00,NA,26/08/2014 00:00,NA,NA,NA,0,0,NA
868,Carcharhinus falciformis,16582,884,89972,unsexed,NA,NA,NA,350,TL,NA,Not specified.,258,2291,09/09/2014 00:00,NA,09/09/2014 00:00,NA,NA,NA,0,0,NA
869,Carcharhinus fitzroyensis,5608,885,56138,female,56138,NA,NA,135,TL,NA,Northeastern Indian Ocean,NA,2,06/02/2006 00:00,NA,06/02/2006 00:00,NA,NA,NA,0,0,NA
869,Carcharhinus fitzroyensis,5609,885,56138,male,56138,NA,NA,126,TL,NA,Northeastern Indian Ocean,NA,2,06/02/2006 00:00,NA,06/02/2006 00:00,NA,NA,NA,0,0,NA
870,Carcharhinus galapagensis,743,886,31395,female,NA,NA,NA,370,TL,24,Not given.,NA,1,04/10/1999 00:00,NA,04/10/1999 00:00,NA,NA,NA,0,-1,NA
870,Carcharhinus galapagensis,5610,886,56138,female,56138,NA,NA,300,TL,15,to be filled,840B,2,06/02/2006 00:00,NA,06/02/2006 00:00,NA,NA,NA,0,0,NA
870,Carcharhinus galapagensis,5611,886,56138,male,56138,NA,NA,267,TL,15,to be filled,840B,2,06/02/2006 00:00,NA,06/02/2006 00:00,NA,NA,NA,0,0,NA
871,Carcharhinus hemiodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67430,Carcharhinus humani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,Carcharhinus isodon,4323,888,49961,female,49961,NA,NA,150,TL,8,"St. Andrew - Apalachicola Bay, Gulf of Mexico, 1995-99",840,3,26/09/2004 00:00,NA,26/09/2004 00:00,NA,NA,NA,0,0,NA
872,Carcharhinus isodon,4324,888,49961,male,49961,NA,NA,136,TL,8.1,"St. Andrew - Apalachicola Bay, Gulf of Mexico, 1995-99",840,3,26/09/2004 00:00,NA,26/09/2004 00:00,NA,NA,NA,0,0,NA
9378,Carcharhinus leiodon,9544,9700,87400,male,87400,NA,NA,120,TL,NA,"Salalah fish market, 2003",512,2147,22/07/2011 00:00,393,22/07/2011 00:00,NA,NA,NA,0,0,NA
9378,Carcharhinus leiodon,9543,9700,87400,male,87400,NA,NA,58,TL,NA,"Salalah fish market, 2010",512,2147,22/07/2011 00:00,393,22/07/2011 00:00,NA,NA,NA,0,0,NA
873,Carcharhinus leucas,744,889,244,female,NA,NA,NA,NA,NA,16,Lake Nicaragua,558,2,04/04/1994 00:00,NA,04/04/1994 00:00,NA,NA,NA,0,0,NA
873,Carcharhinus leucas,749,889,31395,female,NA,NA,NA,300,TL,27,Not given.,NA,1,04/10/1999 00:00,NA,04/10/1999 00:00,NA,NA,NA,0,-1,NA
873,Carcharhinus leucas,747,889,9165,female,9165,NA,NA,268,TL,24.2,"northern Gulf of Mexico, 1979-85",840,3,20/10/2001 00:00,NA,20/10/2001 00:00,NA,NA,NA,0,-1,NA
873,Carcharhinus leucas,751,889,42004,female,42004,NA,NA,221,OT,32,east coast,710,3,23/05/2002 00:00,NA,23/05/2002 00:00,NA,NA,Length measurement used: pre-cadual; estimated maximum age in captivity >29 yrs (for 2 specimens kept  in an aquarium for 20 yrs).,0,-1,NA
873,Carcharhinus leucas,16459,889,97042,female,97042,NA,NA,NA,NA,27,between Florida and North Carolina,840,3,26/08/2014 00:00,NA,26/08/2014 00:00,NA,NA,NA,0,0,NA
873,Carcharhinus leucas,745,889,244,male,NA,NA,NA,NA,NA,12,Lake Nicaragua,558,2,04/04/1994 00:00,NA,04/04/1994 00:00,NA,NA,NA,0,0,NA
873,Carcharhinus leucas,748,889,9165,male,9165,NA,NA,245,TL,21.3,"northern Gulf of Mexico, 1979-85",840,3,20/10/2001 00:00,NA,20/10/2001 00:00,NA,NA,NA,0,-1,NA
873,Carcharhinus leucas,746,889,3678,unsexed,NA,NA,NA,320,TL,NA,South Africa,710,3,31/05/1992 00:00,2,23/05/2002 00:00,NA,NA,NA,0,0,NA
873,Carcharhinus leucas,750,889,34089,unsexed,NA,NA,NA,NA,NA,28,Western North Atlantic.,NA,1,19/05/2000 00:00,NA,19/05/2000 00:00,NA,NA,NA,0,0,NA
